"","SPECIES_ITIS","STOCK_ABBREV","SEX_TYPE","SURVEY","PURPOSE_CODE","SEASON","YEAR","AGE","SAMP_SIZE","MEAN","MEDIAN","STD_DEV","STD_ERROR","P25","P75","MIN","MAX","STRATA_SAMPLING_COMPLETE"
"22",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,8,6,68,70,7.4296702484,3.0331501776,63,72,56,77,"Y"
"23",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,1,1,27,27,NA,NA,27,27,27,27,"Y"
"24",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,6,22,61.772727273,61,5.5113028291,1.1750137112,59,66,52,73,"Y"
"25",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,4,5,54.4,56,3.1304951685,1.4,51,57,51,57,"Y"
"26",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,5,29,58.586206897,59,4.9027488017,0.9104175967,55,63,49,67,"Y"
"27",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,9,2,75.5,75.5,6.3639610307,4.5,71,80,71,80,"Y"
"28",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,3,36,45.388888889,45,5.8567556976,0.9761259496,41.5,50,36,55,"Y"
"29",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,2,27,34,35,5.0076863996,0.9637296969,30,38,23,43,"Y"
"30",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1965,7,14,66.071428571,64.5,6.3786215742,1.7047583236,63,71,52,76,"Y"
"31",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,5,9,59.888888889,60,6.8819409407,2.2939803136,55,65,50,71,"Y"
"32",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,9,1,67,67,NA,NA,67,67,67,67,"Y"
"33",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,8,2,72.5,72.5,4.9497474683,3.5,69,76,69,76,"Y"
"34",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,7,11,65.363636364,67,6.2333414357,1.8794231575,61,70,55,78,"Y"
"35",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,2,6,35.5,34,4.9295030175,2.0124611797,33,38,30,44,"Y"
"36",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,3,65,42.184615385,42,5.8573999877,0.7265210529,39,47,30,55,"Y"
"37",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,6,15,61.733333333,63,6.8396602533,1.7659926837,56,68,51,74,"Y"
"38",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1966,4,31,49.903225806,51,5.0882533919,0.9138772872,46,53,37,60,"Y"
"39",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,7,4,66.75,64.5,5.6789083458,2.8394541729,63,70.5,63,75,"Y"
"40",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,6,8,59.25,58.5,5.4445254286,1.9249304255,55.5,62.5,52,69,"Y"
"41",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,8,6,67.333333333,67,6.2822501277,2.5647178749,61,74,60,75,"Y"
"42",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,5,28,53.035714286,52.5,4.7802227041,0.9033771776,50,56,43,63,"Y"
"43",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,4,100,49.56,50,5.6520667535,0.5652066753,46.5,54,36,63,"Y"
"44",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,9,2,71,71,5.6568542495,4,67,75,67,75,"Y"
"45",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1967,3,14,46.071428571,46,3.8323378226,1.0242353659,45,47,37,54,"Y"
"46",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,6,41,59.463414634,59,5.5592155965,0.8682036129,56,63,49,70,"Y"
"47",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,8,9,69.333333333,72,5.6568542495,1.8856180832,68,73,60,75,"Y"
"48",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,4,5,53.6,51,6.9498201416,3.1080540536,48,60,47,62,"Y"
"49",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,5,168,54.553571429,55,5.2320510726,0.4036615038,51,57,40,68,"Y"
"50",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,7,6,65.166666667,64.5,4.2622372842,1.7400510848,61,68,61,72,"Y"
"51",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1968,9,3,72,73,3.6055512755,2.0816659995,68,75,68,75,"Y"
"52",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,7,21,60.523809524,59,5.4646047215,1.1924745133,57,65,50,70,"Y"
"53",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,6,115,57.295652174,57,5.0817421951,0.4738749031,54,61,45,69,"Y"
"54",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,0,2,12.5,12.5,0.7071067812,0.5,12,13,12,13,"Y"
"55",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,9,1,66,66,NA,NA,66,66,66,66,"Y"
"56",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,4,1,52,52,NA,NA,52,52,52,52,"Y"
"57",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,3,1,54,54,NA,NA,54,54,54,54,"Y"
"58",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,5,1,55,55,NA,NA,55,55,55,55,"Y"
"59",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,8,3,61.333333333,60,3.2145502537,1.8559214543,59,65,59,65,"Y"
"60",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,10,2,69,69,8.4852813742,6,63,75,63,75,"Y"
"61",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1969,14,1,72,72,NA,NA,72,72,72,72,"Y"
"62",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,6,3,57.666666667,58,1.5275252317,0.8819171037,56,59,56,59,"Y"
"63",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,10,1,72,72,NA,NA,72,72,72,72,"Y"
"64",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,7,45,60.2,60,5.5946402923,0.8339997335,57,63,46,72,"Y"
"65",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,11,2,77.5,77.5,2.1213203436,1.5,76,79,76,79,"Y"
"66",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,1,1,27,27,NA,NA,27,27,27,27,"Y"
"67",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,8,16,61.875,62,4.8836461788,1.2209115447,59,66,52,70,"Y"
"68",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1970,5,1,56,56,NA,NA,56,56,56,56,"Y"
"69",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,8,36,63.305555556,63.5,4.9153953159,0.8192325526,60,67.5,54,70,"Y"
"70",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,10,2,72,72,12.727922061,9,63,81,63,81,"Y"
"71",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,12,1,73,73,NA,NA,73,73,73,73,"Y"
"72",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,9,3,65.666666667,68,5.8594652771,3.382963855,59,70,59,70,"Y"
"73",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,4,1,54,54,NA,NA,54,54,54,54,"Y"
"74",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,6,2,64.5,64.5,2.1213203436,1.5,63,66,63,66,"Y"
"75",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1971,7,5,62.4,62,8.0187280787,3.5860842154,55,70,54,71,"Y"
"76",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1972,3,1,65,65,NA,NA,65,65,65,65,"Y"
"77",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1972,1,32,27.90625,28,2.8777161083,0.5087131436,26,30.5,20,32,"Y"
"78",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1972,9,11,62.818181818,62,4.9763075029,1.5004131662,60,66,54,73,"Y"
"79",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1972,10,4,64.5,65,7,3.5,59,70,56,72,"Y"
"80",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1972,11,3,73.666666667,76,10.692676622,6.1734197258,62,83,62,83,"Y"
"81",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,4,11,59.363636364,60,4.2958754003,1.2952551681,56,61,55,68,"Y"
"82",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,2,28,39.785714286,39,3.0714593329,0.5804512541,38,43,34,46,"Y"
"83",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,10,40,71.275,72,4.7984372456,0.7586995453,69,75,61,80,"Y"
"84",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,11,5,73.2,75,5.9749476985,2.6720778432,68,77,66,80,"Y"
"85",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,9,4,66.75,69.5,14.174507634,7.087253817,56,77.5,48,80,"Y"
"86",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,1,1,26,26,NA,NA,26,26,26,26,"Y"
"87",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,0,14,13.285714286,13,1.4373357527,0.3841441383,13,14,11,16,"Y"
"88",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,14,3,77,77,5,2.8867513459,72,82,72,82,"Y"
"89",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,5,1,70,70,NA,NA,70,70,70,70,"Y"
"90",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,13,1,77,77,NA,NA,77,77,77,77,"Y"
"91",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,7,2,68.5,68.5,0.7071067812,0.5,68,69,68,69,"Y"
"92",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,6,1,57,57,NA,NA,57,57,57,57,"Y"
"93",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1973,8,1,60,60,NA,NA,60,60,60,60,"Y"
"94",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,15,2,78,78,5.6568542495,4,74,82,74,82,"Y"
"95",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,14,2,79,79,4.2426406871,3,76,82,76,82,"Y"
"96",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,2,7,48.285714286,49,4.4986770542,1.700340102,44,52,41,54,"Y"
"97",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,0,1,10,10,NA,NA,10,10,10,10,"Y"
"98",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,1,24,29.291666667,30,3.0285477459,0.6181997199,26.5,32,24,34,"Y"
"99",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,11,7,69.571428571,68,4.6853368024,1.7708908554,67,73,63,77,"Y"
"100",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1974,3,15,53.266666667,52,5.2025634707,1.343296112,48,58,47,62,"Y"
"101",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,7,1,64,64,NA,NA,64,64,64,64,"Y"
"102",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,6,1,65,65,NA,NA,65,65,65,65,"Y"
"103",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,15,1,76,76,NA,NA,76,76,76,76,"Y"
"104",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,1,2,32,32,1.4142135624,1,31,33,31,33,"Y"
"105",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,12,8,72.125,72.5,2.2320714274,0.7891564212,70,74,69,75,"Y"
"106",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,13,3,72.666666667,69,9.0737717259,5.2387445485,66,83,66,83,"Y"
"107",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,8,1,76,76,NA,NA,76,76,76,76,"Y"
"108",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,4,48,58.020833333,58,4.0606549274,0.5861050539,55.5,61,51,67,"Y"
"109",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,11,4,69.75,69.5,3.3040379336,1.6520189668,67.5,72,66,74,"Y"
"110",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,2,86,41.965116279,42,3.80540691,0.4103475803,39,44,35,52,"Y"
"111",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,10,1,78,78,NA,NA,78,78,78,78,"Y"
"112",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1975,3,19,56.631578947,57,5.1013127539,1.1703214091,55,60,45,63,"Y"
"113",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,2,4,46.25,47.5,3.5939764421,1.7969882211,44,48.5,41,49,"Y"
"114",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,13,2,79,79,2.8284271247,2,77,81,77,81,"Y"
"115",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,1,44,34.454545455,34,2.9210904738,0.4403709582,32,37,28,42,"Y"
"116",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,5,32,62.625,61,4.9562602967,0.8761513163,59.5,67,55,72,"Y"
"117",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,12,1,67,67,NA,NA,67,67,67,67,"Y"
"118",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,7,5,69.2,70,5.7183913822,2.5573423705,68,70,61,77,"Y"
"119",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,3,60,54.533333333,54,3.3772251506,0.4359978921,52,57,48,62,"Y"
"120",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,0,10,17.2,18,3.4253953543,1.0832051206,14,19,11,22,"Y"
"121",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1976,4,6,60.166666667,60.5,2.9944392909,1.2224747214,59,63,55,63,"Y"
"122",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,6,14,65.785714286,66.5,3.9453686857,1.0544441347,63,68,59,72,"Y"
"123",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,2,73,44.082191781,44,3.4349244883,0.4020275026,42,46,38,52,"Y"
"124",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,1,30,29.466666667,29,3.1484351158,0.5748229779,27,31,22,35,"Y"
"125",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,14,1,74,74,NA,NA,74,74,74,74,"Y"
"126",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,4,52,60.326923077,61,3.4625229034,0.4801655335,58,63,51,69,"Y"
"127",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,5,3,63.666666667,65,4.1633319989,2.4037008503,59,67,59,67,"Y"
"128",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,13,1,70,70,NA,NA,70,70,70,70,"Y"
"129",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,3,6,55.666666667,54.5,3.6696957185,1.4981470036,54,55,53,63,"Y"
"130",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1977,11,1,65,65,NA,NA,65,65,65,65,"Y"
"131",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,4,3,66,66,2,1.1547005384,64,68,64,68,"Y"
"132",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,3,47,55.680851064,56,3.7827203403,0.5517664703,54,58,46,64,"Y"
"133",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,5,9,68.222222222,68,4.2360883424,1.4120294475,66,69,62,75,"Y"
"134",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,12,1,81,81,NA,NA,81,81,81,81,"Y"
"135",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,14,1,76,76,NA,NA,76,76,76,76,"Y"
"136",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,6,13,72.384615385,72,6.1038029339,1.6928903426,67,77,63,82,"Y"
"137",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,7,2,79.5,79.5,0.7071067812,0.5,79,80,79,80,"Y"
"138",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1978,2,2,42.5,42.5,9.1923881554,6.5,36,49,36,49,"Y"
"139",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,7,2,72.5,72.5,3.5355339059,2.5,70,75,70,75,"Y"
"140",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,3,24,53.791666667,53.5,4.4328729193,0.9048563956,51,55.5,47,65,"Y"
"141",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,2,1,49,49,NA,NA,49,49,49,49,"Y"
"142",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,1,9,31.777777778,30,4.0858835574,1.3619611858,28,34,28,39,"Y"
"143",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,6,11,74.636363636,74,6.9752810305,2.1031263623,72,77,60,89,"Y"
"144",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,0,29,12.793103448,12,1.544097294,0.2867316692,12,14,10,16,"Y"
"145",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,5,12,71.5,71.5,4.6220813887,1.334279967,68.5,73.5,64,79,"Y"
"146",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,4,56,63.964285714,64,3.8657671741,0.5165848679,62,65.5,57,74,"Y"
"147",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1979,11,1,82,82,NA,NA,82,82,82,82,"Y"
"148",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,5,36,65.972222222,66.5,3.4681086744,0.5780181124,63,68,60,74,"Y"
"149",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,6,19,69.578947368,68,5.3157605233,1.2195191015,66,73,62,83,"Y"
"150",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,8,5,74.8,74,4.9699094559,2.2226110771,72,75,70,83,"Y"
"151",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,7,5,68.6,70,3.4351128075,1.5362291496,66,71,64,72,"Y"
"152",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,9,1,85,85,NA,NA,85,85,85,85,"Y"
"153",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,1,24,30.458333333,31,3.9007152819,0.7962301727,27,33.5,21,36,"Y"
"154",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,2,16,45.9375,46.5,3.3360405673,0.8340101418,44,48,39,52,"Y"
"155",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1980,4,11,60.090909091,60,3.6729972898,1.1074503515,59,63,54,66,"Y"
"156",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,6,6,70.166666667,70,3.544949459,1.4472195564,68,73,65,75,"Y"
"157",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,7,1,69,69,NA,NA,69,69,69,69,"Y"
"158",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,5,8,67.375,66,6.5886807698,2.3294504257,62,72.5,60,78,"Y"
"159",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,4,3,63.333333333,62,3.2145502537,1.8559214543,61,67,61,67,"Y"
"160",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,9,1,69,69,NA,NA,69,69,69,69,"Y"
"161",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,3,7,51.857142857,53,3.9761191896,1.5028317941,48,55,46,57,"Y"
"162",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1981,8,2,66.5,66.5,4.9497474683,3.5,63,70,63,70,"Y"
"163",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,7,2,69.5,69.5,0.7071067812,0.5,69,70,69,70,"Y"
"164",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,8,1,74,74,NA,NA,74,74,74,74,"Y"
"165",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,1,1,33,33,NA,NA,33,33,33,33,"Y"
"166",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,3,26,51.769230769,53,5.2177212828,1.0232793322,49,55,39,62,"Y"
"167",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,2,16,44.5,46,4.8166378315,1.2041594579,43,47,32,51,"Y"
"168",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,5,2,59.5,59.5,4.9497474683,3.5,56,63,56,63,"Y"
"169",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,9,1,68,68,NA,NA,68,68,68,68,"Y"
"170",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,4,12,57.416666667,57.5,6.1858832445,1.7857106782,51,63.5,50,66,"Y"
"171",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,10,2,71,71,0,0,71,71,71,71,"Y"
"172",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1982,6,1,68,68,NA,NA,68,68,68,68,"Y"
"173",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,3,24,51.708333333,52.5,3.4323165794,0.7006186879,49,54,45,58,"Y"
"174",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,5,10,60.5,58.5,4.7199340862,1.4925742118,58,64,54,70,"Y"
"175",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,6,5,68.4,70,5.941380311,2.6570660511,70,71,58,73,"Y"
"176",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,8,4,71,73.5,9.0553851381,4.5276925691,65.5,76.5,58,79,"Y"
"177",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,1,27,26.740740741,27,3.4035342784,0.6550104773,25,29,17,32,"Y"
"178",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,10,1,85,85,NA,NA,85,85,85,85,"Y"
"179",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,2,3,38,42,8.7177978871,5.0332229568,28,44,28,44,"Y"
"180",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,7,4,76.75,77,6.1305247192,3.0652623596,73,80.5,69,84,"Y"
"181",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1983,4,21,57.428571429,58,3.370036032,0.7354021529,54,60,52,63,"Y"
"182",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,9,6,70.333333333,69.5,5.3166405433,2.1705094128,68,71,64,80,"Y"
"183",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,2,22,37.909090909,37.5,4.0814223817,0.8701621755,36,40,30,46,"Y"
"184",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,1,7,29.714285714,30,3.5456210417,1.3401187885,26,33,25,35,"Y"
"185",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,3,1,56,56,NA,NA,56,56,56,56,"Y"
"186",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,4,9,63.111111111,62,4.136557882,1.3788526273,60,63,59,70,"Y"
"187",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,8,1,80,80,NA,NA,80,80,80,80,"Y"
"188",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1984,6,13,69.307692308,70,4.7149516679,1.3076923077,68,72,58,76,"Y"
"189",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,6,8,64.25,66,5.8248237251,2.0593861776,59.5,68,55,72,"Y"
"190",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,4,1,51,51,NA,NA,51,51,51,51,"Y"
"191",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,3,88,48.897727273,50,4.4153331912,0.4706760997,46,52,38,61,"Y"
"192",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,0,1,13,13,NA,NA,13,13,13,13,"Y"
"193",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,10,3,77.666666667,78,4.5092497528,2.6034165586,73,82,73,82,"Y"
"194",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,7,13,70,70,4.9665548086,1.3774744634,68,73,60,78,"Y"
"195",164744,"GOM","NONE","NMFS fall BTS",10,"FALL",1985,5,11,59.636363636,60,6.0872444878,1.8353732703,54,65,52,69,"Y"
